Timestamp;Time;Longitude;Latitude;Altitude;Accuracy;Speed (m/s);Speed (km/h);Speed (mph);Speed (kts);
0.0;19:19:48;-79.20790262;43.17352694;62.0;9.0;0.0;0.0;0.0;0.0;
1.0;19:19:49;-79.20790282;43.17352582;62.099998474121094;9.0;0.0;0.0;0.0;0.0;
2.0;19:19:50;-79.20790362;43.17352594;62.29999923706055;9.0;0.0;0.0;0.0;0.0;
3.0000002;19:19:51;-79.20792098;43.17352518;62.5;9.0;1.5;5.3999996;3.3554099;2.91576;
4.0;19:19:52;-79.20794894;43.17352358;63.900001525878906;9.0;2.0;7.2;4.47388;3.88768;
5.0;19:19:53;-79.20798073;43.17352268;63.70000076293945;9.0;2.25;8.099999;5.033115;4.37364;
6.0000005;19:19:54;-79.20802973;43.17352156;64.19999694824219;9.0;3.25;11.7;7.270055;6.31748;
7.0000005;19:19:55;-79.20807565;43.17352289;64.69999694824219;9.0;3.25;11.7;7.270055;6.31748;
8.0;19:19:56;-79.20812187;43.17352326;65.0999984741211;9.0;3.5;12.599999;7.8292894;6.80344;
9.0;19:19:57;-79.20816866;43.17352277;65.0999984741211;9.0;3.25;11.7;7.270055;6.31748;
10.0;19:19:58;-79.20821633;43.17352122;64.9000015258789;9.0;3.5;12.599999;7.8292894;6.80344;
11.000001;19:19:59;-79.20826465;43.17352094;65.5;9.0;3.25;11.7;7.270055;6.31748;
12.000001;19:20:00;-79.20831266;43.17352118;65.5;9.0;3.25;11.7;7.270055;6.31748;
13.000001;19:20:01;-79.20836076;43.17351865;65.4000015258789;9.0;3.25;11.7;7.270055;6.31748;
14.000001;19:20:02;-79.20840734;43.17351525;65.69999694824219;9.0;3.25;11.7;7.270055;6.31748;
15.000001;19:20:03;-79.20845239;43.17351093;65.69999694824219;9.0;3.25;11.7;7.270055;6.31748;
16.0;19:20:04;-79.20849075;43.17351011;65.69999694824219;10.0;3.0;10.799999;6.7108197;5.83152;
17.0;19:20:05;-79.20850626;43.17351899;66.19999694824219;9.0;2.5;9.0;5.59235;4.8596;
18.0;19:20:06;-79.20845002;43.17352725;65.80000305175781;9.0;2.75;9.9;6.1515846;5.34556;
19.0;19:20:07;-79.20840013;43.17353018;65.4000015258789;9.0;3.0;10.799999;6.7108197;5.83152;
20.0;19:20:08;-79.20835034;43.17353105;64.69999694824219;9.0;3.25;11.7;7.270055;6.31748;
21.000002;19:20:09;-79.20829869;43.17353107;64.80000305175781;9.0;3.5;12.599999;7.8292894;6.80344;
22.000002;19:20:10;-79.20824843;43.17353087;64.80000305175781;9.0;3.25;11.7;7.270055;6.31748;
23.000002;19:20:11;-79.20819766;43.17353072;64.4000015258789;9.0;3.5;12.599999;7.8292894;6.80344;
24.000002;19:20:12;-79.20814905;43.17353073;64.5;9.0;3.5;12.599999;7.8292894;6.80344;
25.000002;19:20:13;-79.20810192;43.17353327;64.0999984741211;9.0;3.5;12.599999;7.8292894;6.80344;
26.000002;19:20:14;-79.20805457;43.17353638;64.5;9.0;3.5;12.599999;7.8292894;6.80344;
27.000002;19:20:15;-79.2080076;43.17353945;64.80000305175781;9.0;3.5;12.599999;7.8292894;6.80344;
28.000002;19:20:16;-79.20796162;43.17353996;64.5999984741211;9.0;3.25;11.7;7.270055;6.31748;
29.000002;19:20:17;-79.20792172;43.17353833;65.0999984741211;9.0;3.25;11.7;7.270055;6.31748;
30.000002;19:20:18;-79.20788944;43.17353556;64.9000015258789;9.0;3.0;10.799999;6.7108197;5.83152;
31.000002;19:20:19;-79.20788782;43.17353574;64.9000015258789;10.0;0.75;2.6999998;1.6777049;1.45788;
