unit -> SI (m/s^2) 
Timestamp;x-axis;y-axis;z-axis
8.5449195E-4;-0.26804894;0.06247616;-0.25121808;
0.0059509277;-0.1886463;-0.18869019;-0.0053943396;
0.011163466;-0.08803265;-0.2217989;0.12844908;
0.015985243;-0.08594156;-0.1965599;0.17022061;
0.021417372;-0.019255927;-0.0858202;0.17991495;
0.026269667;0.05307832;-0.002612114;0.15052927;
0.03127455;0.15955262;0.06379223;0.21050239;
0.03630995;0.22918326;0.07066536;0.14096081;
0.04134535;0.36548162;-0.008002281;0.12966287;
0.046441786;0.35325804;-0.03305435;0.16466069;
0.05141615;0.43328905;-0.10915661;0.19129205;
0.05645155;0.4224465;-0.11505318;0.17999256;
0.061486952;0.37813836;-0.038967133;0.06065333;
0.06658339;0.3206506;1.5544891E-4;0.05082333;
0.07155775;0.20135704;0.054665565;-0.024409294;
0.07659315;0.13664249;0.080578804;-0.043758392;
0.081598036;-0.031802855;0.03874874;-0.047808528;
0.08672499;-0.037867524;-0.050498962;-0.09962177;
0.09169935;-0.1256286;-0.0658865;-0.09457326;
0.09673475;-0.09789907;-0.12873173;0.039736748;
0.101770155;-0.162542;-0.18429852;-0.020127654;
0.10686659;-0.19820432;-0.1886406;0.13138342;
0.111840956;-0.22178067;-0.18938637;0.12684536;
0.11690687;-0.28429076;-0.1247406;0.0995146;
0.12188124;-0.30367237;-0.030460358;0.1635083;
0.12700818;-0.3453498;0.0054655075;0.2023052;
0.13198255;-0.37744498;0.0044879913;0.21375561;
0.13701795;-0.37616485;0.0070943832;0.15262055;
0.14205335;-0.3821152;-0.034255028;0.12003493;
0.14714979;-0.36328727;-0.019690514;0.22654307;
0.15212415;-0.35781342;-0.06817436;0.27730453;
0.15715955;-0.3620472;-0.08453655;0.15116942;
0.16216445;-0.37247965;-0.08068657;0.12989736;
0.16729139;-0.32254505;-0.0649519;0.15852523;
0.17226575;-0.3538304;-0.069423676;0.18106556;
0.17730117;-0.30335677;-0.073862076;0.091738105;
0.18233655;-0.19366944;-0.069966316;0.2045052;
0.18743299;-0.22935088;-0.09577751;0.16617262;
0.19240735;-0.20825557;-0.090657234;0.176651;
0.19744276;-0.18623918;-0.12357044;0.2203964;
0.20244764;-0.16312855;-0.06731892;0.26529086;
0.20757459;-0.1757757;0.026857376;0.20438695;
0.21254896;-0.1504127;0.01510334;0.25065637;
0.21761487;-0.2036779;0.019987106;0.24108851;
0.22258924;-0.18222576;0.04981041;0.2577138;
0.22771621;-0.19439635;-0.041615486;0.21611261;
0.23269056;-0.15684341;-0.10558128;0.27332246;
0.23772596;-0.19097947;-0.13498306;0.24608576;
0.24276136;-0.22058907;-0.15009403;0.2677083;
0.2478578;-0.19329017;-0.15332603;0.27520788;
0.25283214;-0.20295592;-0.15776825;0.22700417;
0.25786757;-0.2258855;-0.12183285;0.22776759;
0.26290298;-0.31549856;-0.15608788;0.22629988;
0.2679994;-0.37900957;-0.059583664;0.26762724;
0.27297375;-0.4043934;-0.083251;0.2768178;
0.27800918;-0.46787483;-0.055781364;0.25628102;
0.28304458;-0.54804987;-0.10915756;0.25124478;
0.28814098;-0.557249;-0.072156906;0.24394488;
0.29311535;-0.58698714;-0.1101017;0.30099392;
0.29815078;-0.6255361;-0.1004982;0.3344519;
0.30318618;-0.64316195;-0.022016525;0.35613298;
0.30828258;-0.70882434;0.075351715;0.33976936;
0.31325695;-0.84829426;0.06207657;0.26868165;
0.31832287;-0.7943503;0.13437462;0.28568804;
0.32329723;-0.7135903;0.037810326;0.15308034;
0.3284242;-0.7860414;0.092282295;0.19322264;
0.33339855;-0.74125654;0.08840275;0.17298102;
0.33843398;-0.7497703;0.1878252;0.19726813;
