Timestamp;Time;Longitude;Latitude;Altitude;Accuracy;Speed (m/s);Speed (km/h);Speed (mph);Speed (kts);
0.0;19:09:23;-79.20806628;43.17346438;71.0;3.0;0.0;0.0;0.0;0.0;
1.0;19:09:24;-79.20806621;43.17346439;71.0;3.0;0.0;0.0;0.0;0.0;
2.0;19:09:25;-79.20806622;43.17346439;71.0;3.0;0.0;0.0;0.0;0.0;
3.0000002;19:09:26;-79.20806617;43.17346438;71.0;4.0;0.0;0.0;0.0;0.0;
4.0;19:09:27;-79.20806613;43.17346437;71.0;4.0;0.0;0.0;0.0;0.0;
5.0;19:09:28;-79.20806613;43.17346436;71.0;4.0;0.0;0.0;0.0;0.0;
6.0000005;19:09:29;-79.20806614;43.17346439;71.0;4.0;0.0;0.0;0.0;0.0;
7.0000005;19:09:30;-79.20806614;43.1734644;71.0;4.0;0.0;0.0;0.0;0.0;
8.0;19:09:31;-79.20806618;43.17346442;71.0;4.0;0.0;0.0;0.0;0.0;
9.0;19:09:32;-79.20806615;43.17346441;71.0;4.0;0.0;0.0;0.0;0.0;
10.0;19:09:33;-79.20806611;43.17346442;71.0;4.0;0.0;0.0;0.0;0.0;
11.000001;19:09:34;-79.20806607;43.17346443;71.0;3.0;0.0;0.0;0.0;0.0;
12.000001;19:09:35;-79.20806606;43.17346444;71.0;3.0;0.0;0.0;0.0;0.0;
13.000001;19:09:36;-79.20806606;43.17346446;71.0;3.0;0.0;0.0;0.0;0.0;
14.000001;19:09:37;-79.20806607;43.17346449;71.0;4.0;0.0;0.0;0.0;0.0;
15.000001;19:09:38;-79.2080661;43.1734645;71.0;9.0;0.0;0.0;0.0;0.0;
16.0;19:09:39;-79.20806607;43.17346446;71.0;9.0;0.0;0.0;0.0;0.0;
17.0;19:09:40;-79.20806604;43.17346448;71.0;9.0;0.0;0.0;0.0;0.0;
18.0;19:09:41;-79.20806609;43.17346451;71.0;9.0;0.0;0.0;0.0;0.0;
19.0;19:09:42;-79.20806606;43.17346451;71.0;9.0;0.0;0.0;0.0;0.0;
20.0;19:09:43;-79.20806606;43.1734645;71.0;9.0;0.0;0.0;0.0;0.0;
21.000002;19:09:44;-79.2080661;43.17346452;71.0;9.0;0.0;0.0;0.0;0.0;
22.000002;19:09:45;-79.20806604;43.17346452;71.0;9.0;0.0;0.0;0.0;0.0;
