Timestamp;Time;Longitude;Latitude;Altitude;Accuracy;Speed (m/s);Speed (km/h);Speed (mph);Speed (kts);
0.0;19:10:33;-79.20794267;43.17351319;65.4000015258789;9.0;0.0;0.0;0.0;0.0;
1.0;19:10:34;-79.2079422;43.1735142;65.5;9.0;0.0;0.0;0.0;0.0;
2.0;19:10:35;-79.20794396;43.17351622;65.80000305175781;10.0;0.0;0.0;0.0;0.0;
3.0000002;19:10:36;-79.20794782;43.17351262;65.80000305175781;10.0;0.5;1.8;1.11847;0.97192;
4.0;19:10:37;-79.20797641;43.17351808;66.5;10.0;1.5;5.3999996;3.3554099;2.91576;
5.0;19:10:38;-79.20801397;43.17352303;66.19999694824219;10.0;2.0;7.2;4.47388;3.88768;
6.0000005;19:10:39;-79.20807519;43.17352772;67.0999984741211;10.0;3.75;13.5;8.388525;7.2894;
7.0000005;19:10:40;-79.20813651;43.17353057;68.19999694824219;10.0;3.75;13.5;8.388525;7.2894;
8.0;19:10:41;-79.20819899;43.17352804;69.0999984741211;9.0;4.0;14.4;8.94776;7.77536;
9.0;19:10:42;-79.20826212;43.17352133;69.5999984741211;10.0;4.0;14.4;8.94776;7.77536;
10.0;19:10:43;-79.20832375;43.17351629;69.5;10.0;4.0;14.4;8.94776;7.77536;
11.000001;19:10:44;-79.20838407;43.17351219;70.5999984741211;10.0;4.0;14.4;8.94776;7.77536;
12.000001;19:10:45;-79.20844109;43.17351169;70.4000015258789;9.0;4.0;14.4;8.94776;7.77536;
13.000001;19:10:46;-79.20848844;43.17351641;69.5;9.0;3.75;13.5;8.388525;7.2894;
14.000001;19:10:47;-79.20849832;43.17352448;69.0999984741211;9.0;1.5;5.3999996;3.3554099;2.91576;
15.000001;19:10:48;-79.20846153;43.17353954;69.4000015258789;9.0;2.25;8.099999;5.033115;4.37364;
16.0;19:10:49;-79.20841214;43.17354305;69.30000305175781;9.0;3.0;10.799999;6.7108197;5.83152;
17.0;19:10:50;-79.20835801;43.17354423;69.80000305175781;9.0;3.25;11.7;7.270055;6.31748;
18.0;19:10:51;-79.20829022;43.17354458;69.9000015258789;9.0;4.5;16.199999;10.06623;8.74728;
19.0;19:10:52;-79.20822714;43.17354232;68.80000305175781;9.0;4.5;16.199999;10.06623;8.74728;
20.0;19:10:53;-79.20816682;43.17353947;69.4000015258789;9.0;4.25;15.299999;9.506994;8.26132;
21.000002;19:10:54;-79.20810695;43.17353891;69.69999694824219;9.0;4.5;16.199999;10.06623;8.74728;
22.000002;19:10:55;-79.20804796;43.17354082;69.0999984741211;9.0;4.5;16.199999;10.06623;8.74728;
23.000002;19:10:56;-79.20799162;43.17354153;69.30000305175781;9.0;4.25;15.299999;9.506994;8.26132;
24.000002;19:10:57;-79.20793978;43.17353672;67.19999694824219;9.0;4.25;15.299999;9.506994;8.26132;
25.000002;19:10:58;-79.20789986;43.17353062;66.0999984741211;9.0;3.75;13.5;8.388525;7.2894;
