Timestamp;Time;Longitude;Latitude;Altitude;Accuracy;Speed (m/s);Speed (km/h);Speed (mph);Speed (kts);
0.0;19:20:58;-79.20787548;43.17352745;60.20000076293945;9.0;0.0;0.0;0.0;0.0;
1.0;19:20:59;-79.20788286;43.17352965;60.29999923706055;9.0;0.0;0.0;0.0;0.0;
2.0;19:21:00;-79.20788585;43.17353068;60.20000076293945;9.0;0.0;0.0;0.0;0.0;
3.0000002;19:21:01;-79.20790433;43.17353154;60.29999923706055;9.0;1.5;5.3999996;3.3554099;2.91576;
4.0;19:21:02;-79.20794334;43.17353426;60.70000076293945;9.0;2.25;8.099999;5.033115;4.37364;
5.0;19:21:03;-79.20798569;43.17353377;61.79999923706055;9.0;2.75;9.9;6.1515846;5.34556;
6.0000005;19:21:04;-79.20804044;43.17353106;61.79999923706055;9.0;3.5;12.599999;7.8292894;6.80344;
7.0000005;19:21:05;-79.20809314;43.17352955;61.900001525878906;9.0;3.75;13.5;8.388525;7.2894;
8.0;19:21:06;-79.20814505;43.17352864;63.099998474121094;9.0;3.75;13.5;8.388525;7.2894;
9.0;19:21:07;-79.20819521;43.17352638;64.19999694824219;10.0;3.5;12.599999;7.8292894;6.80344;
10.0;19:21:08;-79.20824483;43.17352416;63.900001525878906;9.0;3.5;12.599999;7.8292894;6.80344;
11.000001;19:21:09;-79.20829429;43.17352257;64.5;9.0;3.5;12.599999;7.8292894;6.80344;
12.000001;19:21:10;-79.20834128;43.17352207;65.0999984741211;9.0;3.5;12.599999;7.8292894;6.80344;
13.000001;19:21:11;-79.20838799;43.17352133;64.4000015258789;9.0;3.5;12.599999;7.8292894;6.80344;
14.000001;19:21:12;-79.20843398;43.17351996;64.80000305175781;9.0;3.5;12.599999;7.8292894;6.80344;
15.000001;19:21:13;-79.20847227;43.17351954;65.0999984741211;9.0;3.0;10.799999;6.7108197;5.83152;
16.0;19:21:14;-79.20848789;43.17352687;64.80000305175781;9.0;2.25;8.099999;5.033115;4.37364;
17.0;19:21:15;-79.20843707;43.1735279;64.80000305175781;9.0;2.5;9.0;5.59235;4.8596;
18.0;19:21:16;-79.20838833;43.17352836;65.0999984741211;9.0;2.75;9.9;6.1515846;5.34556;
19.0;19:21:17;-79.20833972;43.17352849;65.0999984741211;9.0;3.0;10.799999;6.7108197;5.83152;
20.0;19:21:18;-79.20828598;43.1735295;65.30000305175781;9.0;3.5;12.599999;7.8292894;6.80344;
21.000002;19:21:19;-79.20823539;43.17352983;65.5;9.0;3.5;12.599999;7.8292894;6.80344;
22.000002;19:21:20;-79.20818714;43.17353048;65.5999984741211;9.0;3.5;12.599999;7.8292894;6.80344;
23.000002;19:21:21;-79.20813917;43.17353241;65.69999694824219;9.0;3.5;12.599999;7.8292894;6.80344;
24.000002;19:21:22;-79.20809326;43.17353533;65.4000015258789;10.0;3.5;12.599999;7.8292894;6.80344;
25.000002;19:21:23;-79.20804821;43.17353933;65.30000305175781;10.0;3.5;12.599999;7.8292894;6.80344;
26.000002;19:21:24;-79.20800404;43.17354166;64.5999984741211;9.0;3.25;11.7;7.270055;6.31748;
27.000002;19:21:25;-79.20796057;43.17354127;65.0;9.0;3.5;12.599999;7.8292894;6.80344;
28.000002;19:21:26;-79.20791724;43.17353948;64.69999694824219;9.0;3.25;11.7;7.270055;6.31748;
29.000002;19:21:27;-79.2078819;43.17353496;65.69999694824219;9.0;3.0;10.799999;6.7108197;5.83152;
30.000002;19:21:28;-79.20785567;43.1735294;65.0999984741211;10.0;2.75;9.9;6.1515846;5.34556;
