2.8863282;45.884766;-88.72348;10.950659;
2.8913941;46.21161;-88.1069;10.842099;
2.8963685;46.53003;-87.49721;10.790285;
2.9014955;46.842926;-86.88212;10.797461;
2.9064698;47.128906;-86.30647;10.864029;
2.9115052;47.40628;-85.746254;10.986305;
2.91651;47.67801;-85.21198;11.155622;
2.921637;47.956085;-84.68794;11.372464;
2.9266114;48.227936;-84.20335;11.616297;
2.9316468;48.50482;-83.734375;11.885523;
2.9366822;48.787415;-83.284836;12.167174;
2.9417787;49.082336;-82.84846;12.449385;
2.946753;49.38217;-82.43935;12.712142;
2.9517884;49.72107;-82.04054;12.9531;
2.9568238;50.095337;-81.663376;13.170272;
2.9619203;50.50995;-81.311676;13.371782;
2.9668946;50.92224;-81.010925;13.56898;
2.97193;51.32379;-80.75786;13.786462;
2.9769657;51.677155;-80.55806;14.043269;
2.9820616;51.956055;-80.40599;14.359032;
2.9870362;52.1268;-80.29933;14.736111;
2.9921021;52.19507;-80.22769;15.198371;
2.9970765;52.15204;-80.19151;15.7354;
3.0022035;52.0242;-80.183235;16.36594;
3.0071778;51.812836;-80.20614;17.04547;
3.0122132;51.54416;-80.25709;17.781384;
3.0172486;51.214935;-80.33947;18.54833;
3.022345;50.825256;-80.4596;19.337667;
3.0273194;50.379974;-80.61817;20.111723;
3.0323548;49.905365;-80.8195;20.888248;
3.0373902;49.403595;-81.06217;21.656767;
3.0424867;48.86798;-81.34882;22.429756;
3.047461;48.300842;-81.66384;23.185738;
3.0524967;47.713593;-82.00916;23.952532;
3.0575318;47.09262;-82.36435;24.726639;
3.0626283;46.424957;-82.716034;25.518824;
3.0676026;45.703827;-83.044304;26.301735;
3.072638;44.91263;-83.357155;27.102442;
3.0776734;44.04886;-83.63854;27.915354;
3.0827699;43.153503;-83.88256;28.749525;
3.0877442;42.325043;-84.07908;29.57236;
3.0928102;41.616333;-84.248276;30.415926;
3.0977845;41.04883;-84.3891;31.242607;
3.1029115;40.525024;-84.50964;32.076523;
3.1078858;39.90036;-84.580345;32.87377;
3.1129212;39.048645;-84.55161;33.68406;
3.1179261;37.96707;-84.40001;34.516155;
3.123053;36.734283;-84.15415;35.416145;
3.1280272;35.46936;-83.891846;36.349506;
3.1330628;34.149384;-83.62485;37.332214;
3.1380982;32.721375;-83.28601;38.30507;
3.1431947;31.09201;-82.766846;39.223206;
3.148169;29.271606;-82.042;40.003742;
3.1532044;27.242493;-81.09757;40.642414;
3.1582398;25.067902;-79.96572;41.12557;
3.1636052;22.771118;-78.6646;41.47592;
3.1685796;20.478058;-77.28603;41.706253;
3.1736147;18.152283;-75.82452;41.848434;
3.1786199;15.875397;-74.35179;41.91086;
3.1837468;13.620605;-72.86491;41.906387;
3.1887212;11.5529175;-71.48071;41.84585;
3.193787;9.573486;-70.15401;41.74346;
3.1987615;7.7751465;-68.94522;41.61217;
3.2038882;6.063568;-67.80257;41.457745;
3.2088625;4.5520325;-66.801414;41.29194;
3.2138982;3.1395874;-65.89713;41.115986;
3.2189333;1.8533936;-65.10557;40.932587;
3.2240298;0.66452026;-64.41585;40.744102;
3.2290041;359.63205;-63.848637;40.55709;
3.2340398;358.68552;-63.37081;40.36981;
3.239075;357.89618;-63.016464;40.18836;
3.2441714;357.24582;-62.771053;40.013016;
3.2491457;356.72424;-62.600243;39.84678;
3.2541814;356.27588;-62.49378;39.68778;
3.2592165;355.9243;-62.450928;39.536777;
3.264313;355.66537;-62.467133;39.39244;
3.2692876;355.52405;-62.541214;39.26014;
3.2743227;355.45895;-62.670246;39.136242;
3.2793584;355.47446;-62.84877;39.02117;
3.2844548;355.55743;-63.072384;38.911293;
3.2894292;355.70825;-63.329945;38.80683;
3.2944949;355.88855;-63.628105;38.702442;
3.2994695;356.1032;-63.95295;38.594074;
3.3045964;356.34778;-64.32173;38.474346;
3.3095708;356.62827;-64.71422;38.342083;
3.314606;356.92526;-65.14795;38.18963;
3.3196416;357.2496;-65.616035;38.011417;
3.324738;357.59622;-66.12072;37.80104;
3.3297124;357.9657;-66.63823;37.557373;
3.3347476;358.3418;-67.181145;37.267597;
3.3397832;358.729;-67.735695;36.92723;
3.3448796;359.1235;-68.30327;36.528717;
3.3498538;359.5192;-68.861305;36.084564;
