2.5942814;38.08728;-83.23728;14.15381;
2.5993168;38.507996;-82.916466;14.049074;
2.6043522;38.89258;-82.607155;14.027799;
2.6094487;39.169586;-82.26702;14.084586;
2.614423;39.279114;-81.87647;14.212547;
2.619489;39.207092;-81.40243;14.414148;
2.6244633;38.982635;-80.86683;14.6813135;
2.6295903;38.64969;-80.253784;15.013935;
2.6345646;38.254364;-79.616165;15.380327;
2.6396;37.792694;-78.93913;15.775573;
2.6446352;37.296234;-78.23727;16.177113;
2.6497319;36.73178;-77.52034;16.586782;
2.654706;36.122284;-76.818794;16.9922;
2.6597416;35.445313;-76.108955;17.410383;
2.664777;34.729614;-75.396736;17.839504;
2.6698732;33.971863;-74.678246;18.2909;
2.6748478;33.22107;-73.98203;18.753004;
2.6798832;32.466553;-73.29059;19.242676;
2.6849186;31.740326;-72.621376;19.75748;
2.690015;31.04718;-71.97603;20.307224;
2.6949894;30.42517;-71.38218;20.873981;
2.7000248;29.85318;-70.819824;21.482136;
2.7050602;29.336365;-70.29747;22.129179;
2.7101567;28.863434;-69.8084;22.827147;
2.715131;28.435974;-69.369026;23.557621;
2.720197;28.031586;-68.95968;24.356853;
2.7251713;27.652924;-68.59325;25.201454;
2.7302983;27.289154;-68.25349;26.130808;
2.7352726;26.943115;-67.96067;27.092144;
2.740308;26.617523;-67.70492;28.117891;
2.7453434;26.304749;-67.49134;29.190174;
2.75044;26.006409;-67.3163;30.309248;
2.7554142;25.709778;-67.17995;31.42665;
2.7604496;25.430115;-67.07183;32.569115;
2.765485;25.148804;-66.98493;33.7148;
2.7705815;24.85498;-66.909996;34.86564;
2.7755558;24.519867;-66.84037;35.974194;
2.7805912;24.151428;-66.76356;37.073433;
2.7856266;23.710632;-66.66876;38.14969;
2.790723;23.174438;-66.55313;39.21477;
2.7956972;22.537598;-66.41261;40.232643;
2.8007329;21.823303;-66.24982;41.241062;
2.805768;21.02707;-66.09987;42.23011;
2.8108644;20.21875;-65.97568;43.207924;
2.815839;19.483368;-65.85991;44.138634;
2.820905;18.793365;-65.63951;45.068382;
2.825879;17.98941;-65.18477;45.984436;
2.8310063;16.882843;-64.39014;46.963043;
2.8359807;15.457947;-63.307312;47.98965;
2.841016;13.689636;-61.954876;49.149845;
2.8460515;11.553375;-60.40843;50.444817;
2.851148;9.0564575;-58.64396;51.842113;
2.8561223;6.34256;-56.71871;53.19199;
2.8611577;3.4108582;-54.562515;54.408432;
2.866193;0.22140503;-52.18761;55.36023;
2.8712895;356.73587;-49.588505;55.977127;
2.8762639;353.15985;-46.935238;56.217995;
2.881299;349.57678;-44.23048;56.104763;
2.8863347;346.07208;-41.590313;55.6858;
2.891431;342.6386;-39.032967;55.00225;
2.8964055;339.40933;-36.683037;54.129105;
2.9014409;336.31476;-34.463455;53.069515;
2.9064763;333.4051;-32.42545;51.859795;
2.9115727;330.66797;-30.567577;50.50713;
2.916547;328.21408;-28.97798;49.09148;
2.921613;325.93915;-27.58737;47.584934;
2.9265873;323.9223;-26.446316;46.07395;
2.9317143;322.0467;-25.488258;44.519886;
2.9366887;320.42184;-24.758787;43.04357;
