unit -> angles in degrees;
Azimuth, angle between the magnetic north direction and the y-axis, around the z-axis (0 to 359). 0=North, 90=East, 180=South, 270=West;Pitch, rotation around x-axis (-180 to 180), with positive values when the z-axis moves toward the y-axis;Roll, rotation around y-axis (-90 to 90), with positive values when the x-axis moves toward the z-axis;
Timestamp;Azimuth;Pitch;Roll;
0.6352844;15.641632;-85.68855;0.0018415898;
0.64028925;15.64502;-85.69307;-0.008639336;
0.64541626;15.649475;-85.69836;-0.020056851;
0.6503906;15.644928;-85.70436;-0.031225065;
0.655426;15.645782;-85.710175;-0.042275462;
0.6604614;15.64801;-85.71513;-0.052617222;
0.66555786;15.647095;-85.72016;-0.06128132;
0.6705322;15.638611;-85.72416;-0.06868867;
0.67556757;15.634308;-85.72762;-0.07582195;
0.68060297;15.626923;-85.73123;-0.08229356;
0.68569946;15.618469;-85.734146;-0.08899057;
0.6906738;15.603882;-85.73552;-0.09542205;
0.6957092;15.594849;-85.73582;-0.10141214;
0.7007446;15.586884;-85.73586;-0.10701205;
0.70584106;15.5755005;-85.734825;-0.111284345;
0.7108154;15.562561;-85.73341;-0.11585716;
0.71588135;15.55246;-85.73139;-0.117986485;
0.7208557;15.5460205;-85.72889;-0.11901271;
0.7259826;15.540436;-85.72629;-0.11891709;
0.73095703;15.535278;-85.72263;-0.11832031;
0.73599243;15.537476;-85.71982;-0.11643005;
0.7409973;15.542969;-85.71885;-0.11412485;
0.74612427;15.551483;-85.71905;-0.1115584;
0.7510986;15.55838;-85.72031;-0.10983975;
0.756134;15.575928;-85.722;-0.108862184;
0.7611694;15.595764;-85.72456;-0.10837041;
0.7662658;15.616699;-85.727356;-0.10866325;
0.77124023;15.63324;-85.73124;-0.11012406;
0.77627563;15.652954;-85.73659;-0.11081733;
0.78131104;15.670349;-85.74259;-0.110081375;
0.7864075;15.686096;-85.74841;-0.108064756;
0.7913818;15.694031;-85.75384;-0.10471625;
0.7964172;15.703308;-85.75724;-0.09966873;
0.8014221;15.707825;-85.7603;-0.09477917;
0.806549;15.710571;-85.76181;-0.09026099;
0.81152344;15.704712;-85.7633;-0.08643437;
0.81658936;15.702637;-85.76428;-0.08313966;
0.82156366;15.700623;-85.76424;-0.08068334;
0.8266907;15.697754;-85.76358;-0.0791918;
0.831665;15.686401;-85.76271;-0.07812885;
0.8367004;15.679504;-85.761154;-0.07759097;
0.8417358;15.674194;-85.75914;-0.07859587;
0.8468322;15.669922;-85.75665;-0.08092838;
0.85180664;15.659515;-85.75424;-0.08348458;
0.85684204;15.655334;-85.75137;-0.08642327;
0.86187744;15.651276;-85.74875;-0.089032404;
0.8669739;15.645966;-85.746475;-0.09085009;
0.8719482;15.635956;-85.744865;-0.09270278;
0.8769836;15.633423;-85.74371;-0.09433264;
0.88201904;15.629852;-85.74286;-0.0945606;
0.8871154;15.627319;-85.741516;-0.09420714;
0.89208984;15.62265;-85.74082;-0.093746096;
0.89712524;15.622284;-85.74138;-0.09297172;
0.90213007;15.622314;-85.74205;-0.0909662;
0.9072571;15.62439;-85.74395;-0.088059105;
0.9122314;15.621399;-85.74668;-0.08419065;
0.9172973;15.625061;-85.75081;-0.07917814;
0.9222717;15.6293335;-85.75603;-0.07296181;
0.9273986;15.633545;-85.762115;-0.06482875;
0.93237305;15.635651;-85.767685;-0.056365293;
0.93740845;15.643707;-85.77331;-0.046413705;
0.9424438;15.64801;-85.77944;-0.034114234;
0.9475403;15.651947;-85.78422;-0.020461539;
0.9525146;15.650513;-85.78866;-0.0060600853;
0.95755005;15.650879;-85.792915;0.010046355;
0.96258545;15.650726;-85.79659;0.026548093;
0.9676818;15.649872;-85.79987;0.04399496;
0.97265625;15.641388;-85.802055;0.0627003;
0.9776916;15.635254;-85.80566;0.082491644;
0.982727;15.627899;-85.809135;0.10424155;
0.9878235;15.617493;-85.81307;0.12940572;
0.9927978;15.598022;-85.817375;0.1570382;
0.99783325;15.577484;-85.824005;0.18745999;
1.0028687;15.551819;-85.83169;0.22015461;
1.007965;15.522186;-85.84123;0.25444928;
1.0129395;15.4843445;-85.85293;0.28828898;
1.0180054;15.450745;-85.86637;0.32121098;
1.0229797;15.41748;-85.881996;0.35083914;
1.0281067;15.3819275;-85.90158;0.37859163;
1.0330809;15.343903;-85.92377;0.40183613;
1.0381165;15.308533;-85.94963;0.4213394;
1.0431519;15.277466;-85.97718;0.43595642;
1.0482483;15.243988;-86.00779;0.44755185;
1.0532227;15.204712;-86.03809;0.45618036;
1.058258;15.164978;-86.068016;0.46423513;
1.0632935;15.118866;-86.09562;0.47265786;
1.0683899;15.061432;-86.12027;0.48314086;
1.0733643;14.98999;-86.14119;0.49573234;
1.0783995;14.910706;-86.15862;0.51125926;
1.0834349;14.82019;-86.17314;0.5289766;
1.0885314;14.717163;-86.18592;0.5491607;
1.0935059;14.602722;-86.196205;0.57045656;
1.0985413;14.483337;-86.20727;0.5924381;
1.1035767;14.35611;-86.21857;0.614722;
1.1086731;14.223389;-86.230255;0.6359664;
1.1136475;14.082184;-86.24263;0.6559904;
1.1187133;13.939178;-86.25562;0.67398363;
1.1236876;13.793488;-86.26768;0.68918484;
1.1288147;13.636353;-86.27882;0.70244366;
1.1337891;13.471161;-86.28855;0.71255356;
1.1388245;13.299683;-86.29619;0.72099763;
1.1438599;13.1214905;-86.30122;0.727842;
1.1489563;12.931915;-86.302895;0.7346787;
1.1539305;12.736938;-86.301605;0.7420201;
1.158966;12.531769;-86.29845;0.7525493;
1.1640013;12.314301;-86.29389;0.7669635;
1.1690978;12.082825;-86.28769;0.78576404;
1.1740723;11.845459;-86.2793;0.8082192;
1.1791077;11.595825;-86.268074;0.83647305;
1.1841431;11.338806;-86.25354;0.8684619;
1.1892395;11.070526;-86.236984;0.9052264;
1.1942139;10.799042;-86.21769;0.94643575;
1.1994263;10.519623;-86.19587;0.99534184;
1.2044617;10.234467;-86.17039;1.0520538;
1.2095581;9.940094;-86.14022;1.1184047;
1.2145326;9.647827;-86.10591;1.1915778;
1.2195984;9.351776;-86.066185;1.274819;
1.2245728;9.060944;-86.02155;1.3650963;
1.2296999;8.766357;-85.97185;1.464841;
1.2346741;8.481659;-85.92113;1.5679766;
1.2397095;8.205383;-85.86787;1.6789377;
1.2447449;7.940796;-85.811615;1.7953527;
1.2498413;7.690399;-85.74643;1.9205229;
1.2548157;7.4680786;-85.673744;2.0461624;
1.2598511;7.2621765;-85.59566;2.1745224;
1.2648865;7.076416;-85.51385;2.3028812;
1.2699829;6.9071045;-85.42898;2.433239;
1.2749573;6.756958;-85.34488;2.5604825;
1.2799927;6.6242676;-85.26155;2.6910646;
1.2850281;6.5079956;-85.18166;2.8217251;
1.2901245;6.4055176;-85.107666;2.9522882;
1.295099;6.3195496;-85.04355;3.0762122;
1.3001344;6.2546997;-84.989334;3.1984363;
1.3051697;6.20578;-84.9462;3.3170927;
1.3102663;6.1697083;-84.91338;3.434366;
1.3152405;6.1424255;-84.89276;3.5453591;
1.3203064;6.134369;-84.8815;3.6551743;
1.3252809;6.145691;-84.87691;3.7599468;
1.3304077;6.17511;-84.87438;3.8683367;
1.3353821;6.22287;-84.870834;3.974898;
1.3404175;6.3049316;-84.86083;4.0874934;
1.3454529;6.4145203;-84.84084;4.2064166;
1.3505493;6.546509;-84.8066;4.336493;
1.3555237;6.6967773;-84.75973;4.471864;
1.3605591;6.879425;-84.700745;4.62017;
1.3655946;7.086548;-84.63452;4.780278;
1.370691;7.324005;-84.56678;4.953452;
1.3756654;7.577179;-84.5067;5.130735;
1.3807007;7.8833923;-84.457504;5.3123813;
1.3857361;8.235291;-84.42541;5.4892163;
1.3908325;8.639587;-84.4131;5.6565204;
1.3958069;9.081116;-84.42402;5.8003845;
1.4008423;9.590424;-84.459175;5.9234633;
1.4058777;10.15033;-84.51678;6.0218277;
1.4109741;10.758911;-84.59507;6.098415;
1.4159485;11.377258;-84.68743;6.1538854;
1.421045;12.039673;-84.794205;6.2003636;
1.4259888;12.698914;-84.90978;6.2416587;
1.4311157;13.38147;-85.03707;6.2936974;
1.4360901;14.033844;-85.16532;6.357991;
1.4411256;14.700714;-85.29438;6.4420033;
1.446161;15.361786;-85.41939;6.5442924;
1.4512573;16.016754;-85.53971;6.666112;
1.4562317;16.633453;-85.65096;6.797497;
1.4612671;17.261108;-85.75867;6.937584;
1.4663025;17.875824;-85.8649;7.0801477;
1.471399;18.484314;-85.973015;7.2241077;
1.4763733;19.052032;-86.082054;7.3620515;
1.4814087;19.63147;-86.19721;7.498212;
1.4864441;20.201874;-86.31948;7.630121;
1.4915406;20.772034;-86.449234;7.7585382;
1.4965149;21.310242;-86.58053;7.877408;
1.5015503;21.860779;-86.71544;7.992861;
1.5065857;22.399902;-86.84903;8.104143;
1.5116822;22.930634;-86.97913;8.2133;
1.5166566;23.413147;-87.09783;8.316133;
1.5217224;23.892395;-87.20641;8.418706;
1.5266968;24.34082;-87.30088;8.516158;
1.5318239;24.77472;-87.38599;8.616368;
1.5367981;25.157959;-87.455124;8.712382;
1.5418335;25.536926;-87.51082;8.810238;
1.5468689;25.896454;-87.553;8.908254;
1.5519654;26.24179;-87.58183;9.007106;
1.5569397;26.550018;-87.5978;9.100898;
1.5619751;26.865509;-87.602394;9.193456;
1.5670105;27.173523;-87.595894;9.283894;
1.572107;27.485474;-87.57813;9.374022;
1.5770813;27.769897;-87.55246;9.463619;
1.5821167;28.068817;-87.51929;9.55875;
1.5871521;28.361542;-87.48232;9.660545;
1.5922486;28.655151;-87.439964;9.772206;
1.597223;28.927795;-87.39421;9.890632;
1.6022584;29.212433;-87.34556;10.023167;
1.6072937;29.493744;-87.29601;10.168225;
1.6123903;29.77774;-87.2457;10.326694;
1.6173645;30.04303;-87.19661;10.491827;
1.6224304;30.330902;-87.145325;10.672169;
1.6274049;30.619751;-87.091385;10.862348;
1.6325318;30.92218;-87.02861;11.076097;
1.6375061;31.200226;-86.96054;11.304468;
1.6425415;31.490173;-86.88183;11.561416;
1.6475769;31.779083;-86.79218;11.846964;
1.6526734;32.065063;-86.69072;12.168171;
1.6576477;32.318054;-86.582565;12.514307;
1.6626831;32.57486;-86.463776;12.898166;
1.6677185;32.81595;-86.33504;13.313711;
1.672815;33.044434;-86.194374;13.7611265;
1.6777894;33.2258;-86.04681;14.223069;
1.6828247;33.400635;-85.8869;14.711629;
1.6878601;33.547913;-85.71682;15.219371;
1.6929566;33.66861;-85.533676;15.750598;
1.6979309;33.73456;-85.345276;16.287683;
1.7029663;33.789734;-85.144356;16.84765;
1.7080017;33.8118;-84.93501;17.424961;
1.7130982;33.803314;-84.714485;18.026709;
1.7180725;33.74341;-84.49344;18.631123;
1.7231386;33.667847;-84.264275;19.259813;
1.7281128;33.558655;-84.03497;19.889334;
1.7332398;33.417023;-83.791985;20.54614;
1.7382141;33.22577;-83.54852;21.190779;
1.7432495;33.018066;-83.292496;21.84652;
1.748285;32.773132;-83.02556;22.503668;
1.7533814;32.494232;-82.74196;23.164684;
1.7583557;32.173492;-82.44998;23.802189;
1.7633911;31.841064;-82.140686;24.432322;
1.7684265;31.480438;-81.81774;25.046413;
1.773523;31.093323;-81.476036;25.6599;
1.7784973;30.68692;-81.12667;26.264793;
1.7835327;30.272644;-80.76831;26.901625;
1.7885681;29.852844;-80.42706;27.568125;
1.7936646;29.456604;-80.10944;28.268648;
1.7986389;29.103668;-79.811165;28.976978;
1.8036743;28.817627;-79.49577;29.723661;
1.8087097;28.534882;-79.12945;30.520056;
1.8138062;28.186432;-78.68223;31.39607;
1.8187805;27.71643;-78.16826;32.326504;
1.8238465;27.115051;-77.577194;33.3556;
1.8288208;26.40503;-76.940704;34.443504;
1.8339478;25.580536;-76.2281;35.635933;
1.8389221;24.686646;-75.47178;36.84604;
1.8439575;23.72174;-74.6214;38.09982;
1.848993;22.646393;-73.6589;39.350105;
1.8540894;21.401611;-72.54572;40.582817;
1.8590637;19.989197;-71.30899;41.727207;
1.8640991;18.39853;-69.909744;42.80851;
1.869104;16.667053;-68.38822;43.786427;
1.874231;14.770966;-66.71588;44.675816;
1.8792053;12.8446045;-65.00962;45.41782;
1.8842407;10.885101;-63.214928;46.051067;
1.8892761;8.904236;-61.38115;46.56317;
1.8943726;6.895355;-59.51333;46.949554;
1.899347;4.9522095;-57.716846;47.204082;
1.9043825;3.048767;-55.95926;47.34935;
1.9093872;1.2095947;-54.289764;47.383568;
1.9145143;359.4002;-52.69039;47.31956;
1.9194885;357.74612;-51.267586;47.172417;
1.9245545;356.19382;-49.97258;46.95625;
1.9295288;354.7955;-48.8519;46.6823;
1.9346558;353.46933;-47.84801;46.34968;
1.9396302;352.27597;-47.00895;45.98326;
1.9446656;351.1622;-46.283134;45.574375;
1.9496704;350.13223;-45.67493;45.131443;
1.9547974;349.15134;-45.156788;44.643238;
1.9597718;348.26688;-44.739067;44.137043;
1.9648072;347.43906;-44.382366;43.591583;
1.9698426;346.66602;-44.07514;43.01105;
1.974939;345.92697;-43.798225;42.387363;
1.9799135;345.2458;-43.545937;41.74448;
1.9849488;344.58658;-43.297153;41.066;
1.9899536;343.96262;-43.052258;40.37325;
1.9950806;343.35632;-42.80172;39.664757;
2.0001283;342.82092;-42.570713;38.995777;
2.0051637;342.3194;-42.360046;38.346096;
2.010199;341.87042;-42.179626;37.73409;
2.0152955;341.47025;-42.031868;37.159325;
2.0202699;341.15686;-41.923836;36.64184;
2.0253358;340.8839;-41.850502;36.162365;
2.0303102;340.67245;-41.818096;35.73958;
2.035437;340.49893;-41.82822;35.358162;
2.0404115;340.39343;-41.884254;35.03856;
2.0454469;340.3162;-41.992466;34.767315;
2.0504823;340.27844;-42.15446;34.546535;
2.0555787;340.28226;-42.37348;34.369884;
2.060553;340.34393;-42.64205;34.23928;
2.0655885;340.4391;-42.966625;34.146446;
2.0706239;340.58374;-43.34244;34.08787;
2.0757203;340.7767;-43.77054;34.060642;
2.0806947;341.0258;-44.233524;34.060474;
2.08573;341.3143;-44.744705;34.085873;
2.0907655;341.6543;-45.297688;34.133354;
2.095862;342.04977;-45.896908;34.202557;
2.1008363;342.49765;-46.519363;34.28694;
2.1058717;343.00168;-47.187393;34.385857;
2.1108766;343.56064;-47.885784;34.492558;
2.1160035;344.19107;-48.635544;34.606895;
2.1209779;344.86417;-49.394608;34.716534;
2.1260438;345.6042;-50.201515;34.82473;
2.1310182;346.38593;-51.02624;34.920486;
2.136145;347.24484;-51.91565;35.007473;
2.1411195;348.1602;-52.833317;35.08146;
2.1461549;349.20288;-53.83542;35.151188;
2.1511598;350.3888;-54.921688;35.217175;
2.1562867;351.7777;-56.12449;35.27174;
2.161261;353.3094;-57.35428;35.287777;
2.1662965;355.03082;-58.602722;35.244743;
2.171332;356.8513;-59.786266;35.139996;
2.1764283;358.7007;-60.88151;34.99594;
2.1814024;0.45336914;-61.86857;34.8493;
2.186438;2.1547546;-62.838932;34.73546;
2.1914732;3.8263855;-63.868507;34.683033;
2.1965697;5.595276;-65.053535;34.700466;
2.201544;7.476776;-66.38843;34.773174;
2.2065797;9.5824585;-67.90425;34.868263;
2.211615;11.819763;-69.54264;34.931892;
2.2167115;14.0867;-71.27147;34.915558;
2.221686;16.169525;-72.97161;34.778225;
2.2267516;18.113495;-74.660645;34.494537;
2.231726;19.867249;-76.2489;34.06453;
2.2368531;21.60379;-77.81447;33.468307;
2.2418275;23.313782;-79.26727;32.737522;
2.246863;25.139587;-80.65744;31.849688;
2.2518983;26.944641;-81.967155;30.84038;
2.2569947;28.666412;-83.17254;29.737394;
2.261969;30.207764;-84.205246;28.612158;
2.2670043;31.64563;-85.07998;27.447975;
2.27204;32.920105;-85.746796;26.278866;
2.2771363;33.982117;-86.18328;25.129574;
2.2821107;34.740814;-86.37234;24.077599;
2.287146;35.28607;-86.34518;23.103773;
2.2921815;35.671143;-86.151054;22.211857;
2.297278;35.96054;-85.84665;21.37496;
2.3022523;36.174713;-85.48646;20.615078;
2.3072877;36.36313;-85.09567;19.90247;
2.312323;36.528748;-84.69958;19.24918;
2.3174195;36.685028;-84.30061;18.654963;
2.322394;36.82025;-83.921074;18.149336;
2.3274598;36.954224;-83.55857;17.7134;
2.3324342;37.096222;-83.23963;17.361721;
2.3375611;37.277283;-82.954025;17.07314;
2.3425353;37.475708;-82.71322;16.858646;
2.347571;37.678864;-82.479904;16.697857;
2.352606;37.84265;-82.2242;16.588894;
2.3577025;37.946716;-81.9156;16.532402;
2.362677;37.986633;-81.55954;16.536135;
2.3677125;37.977386;-81.15003;16.604246;
2.372748;37.9263;-80.7023;16.74014;
2.3778443;37.834045;-80.21946;16.94406;
2.3828187;37.692566;-79.728355;17.205362;
2.387854;37.49109;-79.21768;17.525696;
2.3928895;37.229736;-78.69551;17.894459;
2.397986;36.907776;-78.15634;18.30956;
2.4029603;36.53824;-77.62158;18.753109;
2.4079955;36.132324;-77.075966;19.233192;
2.413031;35.71591;-76.53047;19.740395;
2.4181275;35.30414;-75.98712;20.277952;
2.423102;34.922913;-75.47122;20.82395;
2.4281983;34.581757;-74.96331;21.394697;
2.4331727;34.300293;-74.49024;21.959364;
2.4382691;34.07315;-74.03594;22.54189;
2.4432435;33.901825;-73.626564;23.11683;
2.4483094;33.79196;-73.24976;23.709532;
2.4533143;33.733;-72.920555;24.307402;
2.4584107;33.716736;-72.63208;24.932161;
2.463385;33.717712;-72.39437;25.562979;
2.4684205;33.743378;-72.19546;26.225622;
2.473456;33.773224;-72.032425;26.914585;
2.4785523;33.799103;-71.89758;27.63901;
2.4835265;33.790894;-71.79116;28.372194;
2.488562;33.778107;-71.70233;29.133354;
2.493628;33.745087;-71.62858;29.91241;
2.4986937;33.68744;-71.566025;30.701021;
2.503668;33.584167;-71.5096;31.482029;
2.5087037;33.470703;-71.451706;32.273586;
2.513739;33.325592;-71.39034;33.064606;
2.5188353;33.1474;-71.324066;33.862156;
2.52381;32.913666;-71.25477;34.63931;
2.5288756;32.65692;-71.18026;35.425587;
2.53385;32.347168;-71.112495;36.19515;
2.5390077;31.9859;-71.06086;36.984165;
2.543982;31.593842;-71.02927;37.734615;
2.5490172;31.21576;-71.01959;38.46892;
2.5540223;30.792633;-71.04934;39.17007;
2.5591493;30.264374;-71.17468;39.86966;
2.5641236;29.703186;-71.50031;40.542244;
2.569159;29.528992;-72.02799;41.18081;
2.574164;29.72705;-72.59722;41.80255;
2.5792909;29.927734;-72.99373;42.476818;
2.5842652;29.79541;-73.037285;43.198475;
2.58927;29.225769;-72.64418;44.041588;
2.5943055;28.107727;-71.79124;45.057358;
2.599402;26.45108;-70.53909;46.2385;
2.6044066;24.364166;-69.04601;47.475327;
2.6094117;22.002289;-67.38262;48.682205;
2.614447;19.415344;-65.58113;49.767048;
2.6195738;16.604797;-63.60671;50.65211;
2.624518;13.738037;-61.566658;51.24005;
2.6295838;10.787842;-59.388702;51.553864;
2.6345885;7.957123;-57.241367;51.603016;
2.6397154;5.238495;-55.129807;51.42895;
2.6446593;2.819458;-53.236736;51.088737;
2.6497254;0.55462646;-51.461147;50.607662;
2.6546998;358.49884;-49.87991;50.0381;
2.6598573;356.49753;-48.400642;49.382076;
2.6648316;354.6841;-47.128654;48.709293;
2.669867;352.9581;-45.99261;48.012074;
2.6749024;351.33533;-45.009705;47.312572;
2.6799684;349.8028;-44.17454;46.613327;
2.6849427;348.40063;-43.500378;45.927803;
2.6900084;347.0686;-42.948093;45.223793;
2.694983;345.85736;-42.52664;44.51977;
2.7001405;344.69714;-42.191933;43.771774;
2.7051148;343.68387;-41.953133;43.03338;
2.7101502;342.7365;-41.777424;42.275677;
2.7151246;341.88412;-41.658237;41.52519;
2.720282;341.06433;-41.5778;40.75904;
2.7252564;340.35983;-41.540028;40.03891;
2.7302918;339.69022;-41.541283;39.34629;
2.7353272;339.08096;-41.586685;38.7037;
2.7404237;338.57193;-41.711926;38.151257;
2.745398;338.16934;-41.88784;37.67797;
2.7504334;337.82327;-42.128567;37.26703;
2.7554383;337.60538;-42.461063;36.952236;
2.7605653;337.4521;-42.861256;36.684513;
2.7655394;337.38773;-43.305523;36.467934;
2.770575;337.36588;-43.807373;36.284496;
2.7756102;337.40073;-44.355595;36.128864;
2.7807066;337.48648;-44.950474;35.9905;
2.7856812;337.62827;-45.562134;35.863922;
2.7907166;337.78836;-46.207043;35.738922;
2.7957213;337.9786;-46.86847;35.61082;
2.8008485;338.19122;-47.557156;35.471836;
2.8058228;338.42755;-48.23188;35.325916;
2.8108277;338.6656;-48.910988;35.16879;
2.815863;338.91342;-49.588898;35.001987;
2.8209593;339.17102;-50.26821;34.82645;
2.825934;339.445;-50.921555;34.647762;
2.8309996;339.73056;-51.577778;34.45901;
2.835974;340.02994;-52.211315;34.266197;
2.8411012;340.35617;-52.854877;34.061012;
2.8460755;340.70953;-53.470036;33.852867;
2.851111;341.0938;-54.089825;33.63559;
2.8561463;341.52533;-54.71414;33.415943;
2.8612428;342.01126;-55.346004;33.196205;
2.8662171;342.55212;-55.963036;32.984005;
2.8712523;343.15665;-56.590366;32.77555;
2.8762574;343.8376;-57.22116;32.57408;
2.8813844;344.62576;-57.88432;32.375866;
2.8863587;345.49658;-58.55102;32.1902;
2.891394;346.47745;-59.261677;32.01349;
2.8964295;347.57855;-60.020245;31.852386;
2.901526;348.84756;-60.865936;31.71709;
2.9065003;350.3168;-61.833427;31.616093;
2.9115357;352.09534;-62.99934;31.530151;
2.9165406;354.21173;-64.33728;31.409712;
2.9216676;356.77472;-65.799416;31.164955;
