unit -> angles in degrees;
Azimuth, angle between the magnetic north direction and the y-axis, around the z-axis (0 to 359). 0=North, 90=East, 180=South, 270=West;Pitch, rotation around x-axis (-180 to 180), with positive values when the z-axis moves toward the y-axis;Roll, rotation around y-axis (-90 to 90), with positive values when the x-axis moves toward the z-axis;
Timestamp;Azimuth;Pitch;Roll;
8.5449195E-4;346.5714;-80.95209;-0.595654;
0.005889893;346.61142;-80.97917;-0.59084404;
0.010925293;346.64972;-81.00752;-0.5858718;
0.016021729;346.68674;-81.03517;-0.58206767;
0.020965576;346.72968;-81.05962;-0.582045;
0.026031494;346.76553;-81.08233;-0.58384913;
0.03100586;346.8005;-81.1017;-0.5892427;
0.036163326;346.83493;-81.117874;-0.5984827;
0.041107174;346.87228;-81.12872;-0.6111586;
0.046142574;346.90192;-81.13786;-0.62567484;
0.051208496;346.9286;-81.14737;-0.63944495;
0.05630493;346.95615;-81.15591;-0.6517486;
0.061279293;346.98666;-81.16285;-0.66036755;
0.0663147;347.01138;-81.16893;-0.66515326;
0.07128906;347.03708;-81.1751;-0.6651874;
0.076416016;347.06287;-81.18328;-0.65979975;
0.08139038;347.09195;-81.19299;-0.6518002;
0.08642578;347.11575;-81.20182;-0.64233047;
0.09146118;347.14255;-81.21319;-0.6318621;
0.09655761;347.1671;-81.22495;-0.6206492;
0.10153198;347.19125;-81.23692;-0.61017925;
0.1065979;347.20865;-81.24756;-0.6006531;
0.11157226;347.2206;-81.25578;-0.59339654;
0.11669921;347.2338;-81.2665;-0.5908223;
0.121673584;347.24634;-81.276115;-0.591674;
0.12670898;347.25247;-81.28543;-0.59403646;
0.13174438;347.26315;-81.29403;-0.60019296;
0.1368408;347.27264;-81.302925;-0.6061133;
0.14181519;347.28223;-81.31088;-0.6099397;
0.14685059;347.29395;-81.31989;-0.6125255;
0.15188599;347.30518;-81.32941;-0.6134357;
0.1569824;347.3225;-81.339005;-0.61565524;
0.16195677;347.34424;-81.34873;-0.6174948;
0.16699219;347.3724;-81.36017;-0.62069494;
0.17202757;347.4023;-81.37066;-0.6226647;
0.17712402;347.43127;-81.37986;-0.62233853;
0.18209837;347.4569;-81.38855;-0.6200844;
0.18713379;347.47037;-81.396965;-0.61508614;
0.19216917;347.47534;-81.406044;-0.60799;
0.19726563;347.47128;-81.41531;-0.5993925;
0.20223998;347.4682;-81.424194;-0.59069717;
0.20733643;347.4605;-81.4321;-0.5810994;
0.21228027;347.45706;-81.43909;-0.5714432;
0.21740723;347.4586;-81.445366;-0.5594381;
0.22238159;347.47162;-81.45374;-0.54691947;
0.22741699;347.48386;-81.46128;-0.5373769;
0.2324524;347.49918;-81.469185;-0.5304836;
0.23754883;347.5138;-81.476135;-0.52539617;
0.2425232;347.5324;-81.48335;-0.5225509;
0.24755858;347.54456;-81.48938;-0.5200731;
0.25256348;347.55234;-81.49392;-0.51556844;
0.25769043;347.55322;-81.49677;-0.5090069;
0.2626648;347.56;-81.50019;-0.5036779;
0.2677002;347.56317;-81.503075;-0.49884832;
0.27273557;347.57065;-81.50589;-0.49565595;
0.27783203;347.58246;-81.509125;-0.49417374;
0.2828064;347.60577;-81.51286;-0.49397182;
0.2878418;347.6292;-81.51709;-0.49510524;
0.29284668;347.65982;-81.52263;-0.49803597;
0.29797363;347.69284;-81.52877;-0.50137216;
0.302948;347.73065;-81.534615;-0.50278395;
0.30801392;347.76224;-81.54212;-0.5024168;
0.31298828;347.79572;-81.548386;-0.50136834;
0.31811523;347.82794;-81.553734;-0.49834326;
0.3230896;347.85962;-81.557655;-0.49199823;
0.32812497;347.87622;-81.56198;-0.48266274;
0.33312988;347.88812;-81.56696;-0.47126362;
0.33825684;347.89444;-81.57286;-0.45697865;
0.3432312;347.90686;-81.579124;-0.44378275;
0.34826657;347.91278;-81.58694;-0.4306876;
0.353302;347.92264;-81.594986;-0.41946784;
0.3583984;347.93137;-81.60312;-0.40944517;
0.3633728;347.94464;-81.61094;-0.40264168;
0.36840817;347.9511;-81.61631;-0.39562392;
0.3734436;347.95633;-81.61997;-0.390762;
0.37854;347.9579;-81.62174;-0.38796923;
0.38351437;347.95078;-81.6217;-0.3858804;
0.38854977;347.9361;-81.61957;-0.38402173;
0.3935852;347.91452;-81.616936;-0.38202685;
0.3986816;347.88934;-81.61494;-0.3792815;
0.40365598;347.86325;-81.61233;-0.37465903;
0.4087219;347.8335;-81.61061;-0.3688063;
0.4136963;347.80438;-81.61017;-0.36187991;
0.4188232;347.78082;-81.611824;-0.35509998;
0.42379758;347.77136;-81.615074;-0.35059494;
0.428833;347.76068;-81.61763;-0.34953153;
0.4338684;347.75223;-81.62145;-0.3497275;
0.4389648;347.74557;-81.62642;-0.3500656;
0.44393918;347.74878;-81.630875;-0.35275376;
0.4489746;347.74954;-81.637924;-0.3585433;
0.45401;347.7531;-81.64561;-0.36620012;
0.45910642;347.76187;-81.65217;-0.3751837;
0.46408078;347.78;-81.65991;-0.38367382;
0.4691162;347.7906;-81.66688;-0.39181045;
0.4741516;347.8024;-81.67479;-0.39982674;
0.47924802;347.81512;-81.68241;-0.4078541;
0.48422238;347.8382;-81.689926;-0.41524884;
0.4892578;347.85187;-81.69738;-0.4201872;
0.49426267;347.86578;-81.70627;-0.42321476;
0.49938965;347.88416;-81.71579;-0.42618638;
0.504364;347.91006;-81.724945;-0.42764682;
0.50942993;347.9271;-81.735916;-0.4285352;
0.5144043;347.94693;-81.74741;-0.4302795;
0.51953125;347.9667;-81.760635;-0.43247548;
0.52450556;347.99744;-81.77388;-0.43461508;
0.529541;348.0124;-81.7879;-0.4352934;
0.5345459;348.02112;-81.80055;-0.43292287;
0.5396728;348.02658;-81.81335;-0.42872772;
0.5446472;348.0459;-81.82462;-0.42333215;
0.5496826;348.0488;-81.832954;-0.41770777;
0.554718;348.04877;-81.83945;-0.41146225;
0.55981445;348.0507;-81.8457;-0.4061922;
0.56478876;348.0695;-81.85041;-0.4019706;
0.56982416;348.07047;-81.853966;-0.3972171;
0.5748596;348.07004;-81.858185;-0.39168882;
0.579956;348.07;-81.8628;-0.38560253;
0.5849304;348.0849;-81.86755;-0.3796964;
0.5899658;348.08783;-81.87208;-0.37447163;
0.5950012;348.0928;-81.877205;-0.37057236;
0.60009766;348.09857;-81.88051;-0.36727846;
0.60507196;348.11276;-81.88354;-0.36232817;
0.6101379;348.11676;-81.88653;-0.35465896;
0.6151123;348.11966;-81.890976;-0.3449403;
0.6202392;348.1224;-81.89686;-0.33457062;
0.6252136;348.13123;-81.90158;-0.32575783;
0.630249;348.13324;-81.905525;-0.31775057;
0.6352844;348.13766;-81.90956;-0.31093138;
0.64038086;348.14407;-81.913795;-0.30509874;
0.64535517;348.1589;-81.91802;-0.30209085;
0.6503906;348.16827;-81.92308;-0.3026266;
0.655426;348.1795;-81.9279;-0.30641314;
0.6605224;348.19205;-81.93239;-0.31255186;
0.6654968;348.2046;-81.937164;-0.31755677;
0.6705322;348.21683;-81.94138;-0.32222143;
0.67556757;348.22974;-81.94604;-0.32513967;
0.68066406;348.24384;-81.951454;-0.3261258;
0.68563837;348.26114;-81.95705;-0.3252447;
0.6906738;348.27747;-81.96421;-0.32244214;
0.6957092;348.2974;-81.97124;-0.31882337;
0.7008056;348.31363;-81.97938;-0.31255013;
0.70578;348.33206;-81.9862;-0.30586758;
0.71084595;348.35254;-81.99342;-0.2989754;
0.71582025;348.37296;-81.9996;-0.29320338;
0.72094727;348.39908;-82.0048;-0.2914847;
0.7259216;348.4321;-82.00987;-0.29406357;
0.73095703;348.474;-82.01342;-0.30019417;
0.73599243;348.52356;-82.01674;-0.3069634;
0.74108887;348.5833;-82.02023;-0.31149316;
0.74606323;348.65503;-82.02156;-0.31437087;
0.7510986;348.73663;-82.02365;-0.31679475;
0.75610346;348.81952;-82.02573;-0.31807458;
0.76127326;348.9042;-82.028015;-0.31818813;
0.7662476;348.9907;-82.034225;-0.3184477;
0.771283;349.1219;-82.04397;-0.33608994;
0.77628785;349.2621;-82.0513;-0.35939157;
0.7814148;349.39667;-82.054405;-0.37362936;
0.78638923;349.51797;-82.05361;-0.3753805;
0.79142463;349.63834;-82.05558;-0.37368956;
0.79642946;349.75064;-82.061966;-0.36999264;
0.80155647;349.85437;-82.07064;-0.36279646;
0.8065308;349.9413;-82.08379;-0.35268676;
0.8115967;350.03745;-82.101006;-0.3483802;
0.81657106;350.16217;-82.11535;-0.35895398;
0.821698;350.305;-82.12282;-0.3774309;
0.82667243;350.4446;-82.121895;-0.39545488;
0.83170784;350.5751;-82.11623;-0.40776363;
0.83674324;350.69745;-82.11039;-0.41627765;
0.8418397;350.81094;-82.10549;-0.42285913;
0.846814;350.9111;-82.104095;-0.42812625;
0.8518494;351.00497;-82.10632;-0.4333015;
0.85685426;351.09177;-82.11097;-0.4382211;
0.8619812;351.17676;-82.11741;-0.4428555;
0.86695564;351.25272;-82.12285;-0.4455608;
0.87199104;351.3241;-82.126564;-0.44670573;
0.8770264;351.3877;-82.1306;-0.44578618;
0.8821229;351.4457;-82.13427;-0.44384807;
0.8870972;351.49536;-82.137085;-0.44168752;
0.8921326;351.53958;-82.13991;-0.440806;
0.897168;351.5765;-82.143684;-0.4412346;
0.9022644;351.6092;-82.14817;-0.44337806;
0.90723884;351.63312;-82.1526;-0.44589546;
0.91230476;351.65237;-82.158325;-0.4487211;
0.9180115;351.66724;-82.16337;-0.45211884;
0.9224061;351.6765;-82.16712;-0.45496112;
0.9274109;351.68472;-82.17127;-0.45820132;
0.9324463;351.6901;-82.17504;-0.46143848;
0.9374817;351.69476;-82.17782;-0.46522295;
0.94257814;351.7015;-82.18069;-0.47011653;
0.94755256;351.708;-82.18374;-0.47502205;
0.95258796;351.71494;-82.18735;-0.4800689;
0.95762336;351.72467;-82.18999;-0.4862863;
0.9627198;351.7397;-82.19424;-0.4934339;
0.9676941;351.75964;-82.19863;-0.500059;
0.9727295;351.77957;-82.20389;-0.5069471;
0.9777649;351.80145;-82.21019;-0.51303136;
0.98286134;351.82843;-82.21742;-0.5190682;
0.98783576;351.8562;-82.2249;-0.52354515;
0.99287117;351.887;-82.23265;-0.5279418;
0.9979065;351.91833;-82.24082;-0.5308153;
1.003003;351.94983;-82.24966;-0.5325067;
1.0079774;351.9812;-82.25879;-0.532946;
1.012799;352.00836;-82.26763;-0.5325029;
1.0178344;352.0364;-82.27599;-0.5318463;
1.0229003;352.06113;-82.28302;-0.5300785;
1.0278748;352.08173;-82.28977;-0.5280981;
1.0329102;352.10272;-82.29595;-0.52659625;
1.0379761;352.11984;-82.301025;-0.5250099;
1.0430421;352.13577;-82.30492;-0.52435625;
1.0480468;352.14825;-82.30749;-0.5236117;
1.0530518;352.15973;-82.308914;-0.5232074;
1.0580872;352.17044;-82.31049;-0.52290434;
1.0632141;352.17896;-82.31011;-0.5224343;
1.0681885;352.18884;-82.30892;-0.52225375;
1.073224;352.19473;-82.30671;-0.52126884;
1.0782593;352.19867;-82.30336;-0.51938665;
1.0833558;352.2038;-82.29973;-0.5173401;
1.0882996;352.20993;-82.2958;-0.5149225;
1.0933654;352.21625;-82.292046;-0.51195;
1.0984008;352.22473;-82.28865;-0.5088182;
1.1034669;352.2359;-82.286156;-0.50611764;
1.1084716;352.2523;-82.28477;-0.5029368;
1.113507;352.26736;-82.284;-0.49999115;
1.1185426;352.28598;-82.284744;-0.4982259;
1.1236085;352.30612;-82.2858;-0.49669158;
1.1285827;352.33002;-82.28739;-0.494641;
1.1336181;352.3536;-82.29;-0.4932194;
1.1386535;352.37933;-82.29232;-0.4928147;
1.14375;352.40582;-82.29527;-0.49179843;
1.1487244;352.43707;-82.298584;-0.49085394;
1.1537904;352.46542;-82.3025;-0.49002767;
1.1588256;352.49255;-82.30547;-0.48841676;
1.1639222;352.51892;-82.30809;-0.48595288;
1.168866;352.54633;-82.31094;-0.4837887;
1.1739318;352.56873;-82.31422;-0.48210564;
1.1789672;352.5899;-82.31718;-0.48136815;
1.1840333;352.6098;-82.321075;-0.48199186;
1.1890076;352.6303;-82.32482;-0.48299915;
1.1940736;352.64368;-82.329384;-0.48458317;
1.199109;352.6559;-82.33377;-0.48654798;
1.2041748;352.66782;-82.339294;-0.4890129;
1.2091798;352.68048;-82.34467;-0.49180612;
1.2142152;352.68768;-82.35153;-0.49563652;
1.2192199;352.69376;-82.35804;-0.50043297;
1.2242554;352.69772;-82.364845;-0.50581664;
1.2293214;352.70398;-82.371056;-0.5112347;
1.2343566;352.70346;-82.37743;-0.5164848;
1.239392;352.70227;-82.38352;-0.5217645;
1.2444886;352.69952;-82.38913;-0.52704895;
